,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
1130,Sports Direct,1197831,9/24/2021,South,Alabama,Birmingham,Men's Street Footwear,30.0,525,157500.0,78750.0,0.5,Outlet
1131,Sports Direct,1197831,9/25/2021,South,Alabama,Birmingham,Men's Athletic Footwear,30.0,525,157500.0,78750.0,0.5,Outlet
1132,Sports Direct,1197831,9/26/2021,South,Alabama,Birmingham,Women's Street Footwear,35.0,475,166250.0,83125.0,0.5,Outlet
1133,Sports Direct,1197831,9/27/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.0,325,113750.0,68250.0,0.6,Outlet
1134,Sports Direct,1197831,9/28/2021,South,Alabama,Birmingham,Men's Apparel,30.0,300,90000.0,40500.0,0.45,Outlet
1135,Sports Direct,1197831,9/29/2021,South,Alabama,Birmingham,Women's Apparel,40.0,475,190000.0,123500.0,0.65,Outlet
1136,Sports Direct,1197831,9/30/2021,South,Alabama,Birmingham,Men's Street Footwear,20.0,625,125000.0,62500.0,0.5,Outlet
1137,Sports Direct,1197831,10/1/2021,South,Alabama,Birmingham,Men's Athletic Footwear,20.0,625,125000.0,62500.0,0.5,Outlet
1138,Sports Direct,1197831,10/2/2021,South,Alabama,Birmingham,Women's Street Footwear,45.0,575,258750.0,129375.0,0.5,Outlet
1139,Sports Direct,1197831,10/3/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45.0,450,202500.0,121500.0,0.6,Outlet
1140,Sports Direct,1197831,10/4/2021,South,Alabama,Birmingham,Men's Apparel,50.0,425,212500.0,95625.0,0.45,Outlet
1141,Sports Direct,1197831,10/5/2021,South,Alabama,Birmingham,Women's Apparel,60.0,625,375000.0,243750.0,0.65,Outlet
1142,Sports Direct,1197831,10/6/2021,South,Alabama,Birmingham,Men's Street Footwear,60.0,775,465000.0,232500.0,0.5,Outlet
1143,Sports Direct,1197831,10/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,60.0,775,465000.0,232500.0,0.5,Outlet
1144,Sports Direct,1197831,10/8/2021,South,Alabama,Birmingham,Women's Street Footwear,65.0,700,455000.0,227500.0,0.5,Outlet
1145,Sports Direct,1197831,10/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,65.0,550,357500.0,214500.0,0.6,Outlet
1146,Sports Direct,1197831,10/10/2021,South,Alabama,Birmingham,Men's Apparel,60.0,500,300000.0,135000.0,0.45,Outlet
1147,Sports Direct,1197831,10/11/2021,South,Alabama,Birmingham,Women's Apparel,70.0,750,525000.0,341250.0,0.65,Outlet
1148,Amazon,1185732,10/12/2021,South,Alabama,Birmingham,Men's Street Footwear,40.0,450,180000.0,63000.0,0.35,Outlet
1149,Amazon,1185732,10/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,40.0,250,100000.0,35000.0,0.35,Outlet
1150,Amazon,1185732,10/14/2021,South,Alabama,Birmingham,Women's Street Footwear,30.0,250,75000.0,30000.0,0.4,Outlet
1151,Amazon,1185732,10/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.0,100,35000.0,10500.0,0.3,Outlet
1152,Amazon,1185732,10/16/2021,Northeast,Maine,Portland,Men's Apparel,50.0,150,75000.0,18750.0,0.25,Outlet
1153,Amazon,1185732,10/17/2021,Northeast,Maine,Portland,Women's Apparel,40.0,250,100000.0,40000.0,0.4,Outlet
1154,Amazon,1185732,10/18/2021,Northeast,Maine,Portland,Men's Street Footwear,40.0,500,200000.0,70000.0,0.35,Outlet
1155,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Athletic Footwear,40.0,150,60000.0,21000.0,0.35,Outlet
1156,Amazon,1185732,10/20/2021,Northeast,Maine,Portland,Women's Street Footwear,30.0,200,60000.0,24000.0,0.4,Outlet
1157,Amazon,1185732,10/21/2021,Northeast,Maine,Portland,Women's Athletic Footwear,35.0,75,26250.0,7875.0,0.3,Outlet
1158,Amazon,1185732,10/22/2021,Northeast,Maine,Portland,Men's Apparel,50.0,150,75000.0,18750.0,0.25,Outlet
1159,Amazon,1185732,10/23/2021,Northeast,Maine,Portland,Women's Apparel,40.0,250,100000.0,40000.0,0.4,Outlet
1160,Amazon,1185732,10/24/2021,Northeast,Maine,Portland,Men's Street Footwear,40.0,470,188000.0,65800.0,0.35,Outlet
1161,Amazon,1185732,10/25/2021,Northeast,Maine,Portland,Men's Athletic Footwear,40.0,175,70000.0,24500.0,0.35,Outlet
1162,Amazon,1185732,10/26/2021,Northeast,Maine,Portland,Women's Street Footwear,30.0,200,60000.0,24000.0,0.4,Outlet
1163,Amazon,1185732,10/27/2021,Northeast,Maine,Portland,Women's Athletic Footwear,35.0,50,17500.0,5250.0,0.3,Outlet
1164,Amazon,1185732,10/28/2021,Northeast,Maine,Portland,Men's Apparel,50.0,100,50000.0,12500.0,0.25,Outlet
1165,Amazon,1185732,10/29/2021,Northeast,Maine,Portland,Women's Apparel,40.0,200,80000.0,32000.0,0.4,Outlet
1166,Amazon,1185732,10/30/2021,Northeast,Maine,Portland,Men's Street Footwear,40.0,450,180000.0,63000.0,0.35,Outlet
1167,Amazon,1185732,10/31/2021,Northeast,Maine,Portland,Men's Athletic Footwear,40.0,150,60000.0,21000.0,0.35,Outlet
1168,Amazon,1185732,11/1/2021,Northeast,Maine,Portland,Women's Street Footwear,30.0,150,45000.0,18000.0,0.4,Outlet
1169,Amazon,1185732,11/2/2021,Northeast,Maine,Portland,Women's Athletic Footwear,35.0,75,26250.0,7875.0,0.3,Outlet
1170,Amazon,1185732,11/3/2021,Northeast,Maine,Portland,Men's Apparel,50.0,75,37500.0,9375.0,0.25,Outlet
1171,Amazon,1185732,11/4/2021,Northeast,Maine,Portland,Women's Apparel,40.0,225,90000.0,36000.0,0.4,Outlet
1172,Amazon,1185732,11/5/2021,Northeast,Maine,Portland,Men's Street Footwear,55.0,495,272250.0,95288.0,0.35,Outlet
1173,Amazon,1185732,11/6/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,200,100000.0,35000.0,0.35,Outlet
1174,Amazon,1185732,11/7/2021,Northeast,Maine,Portland,Women's Street Footwear,45.0,175,78750.0,31500.0,0.4,Outlet
1175,Amazon,1185732,11/8/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,125,56250.0,16875.0,0.3,Outlet
1176,Amazon,1185732,11/9/2021,Northeast,Maine,Portland,Men's Apparel,55.0,150,82500.0,20625.0,0.25,Outlet
1177,Amazon,1185732,11/10/2021,Northeast,Maine,Portland,Women's Apparel,60.0,275,165000.0,66000.0,0.4,Outlet
1178,Amazon,1185732,11/11/2021,Northeast,Maine,Portland,Men's Street Footwear,55.0,525,288750.0,101063.0,0.35,Outlet
1179,Amazon,1185732,11/12/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,275,137500.0,48125.0,0.35,Outlet
1180,Amazon,1185732,11/13/2021,Northeast,Maine,Portland,Women's Street Footwear,45.0,200,90000.0,36000.0,0.4,Outlet
1181,Amazon,1185732,11/14/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,175,78750.0,23625.0,0.3,Outlet
1182,Amazon,1185732,11/15/2021,Northeast,Maine,Portland,Men's Apparel,55.0,175,96250.0,24063.0,0.25,Outlet
1183,Amazon,1185732,11/16/2021,Northeast,Maine,Portland,Women's Apparel,60.0,325,195000.0,78000.0,0.4,Outlet
1184,Amazon,1185732,11/17/2021,Northeast,Maine,Portland,Men's Street Footwear,55.0,550,302500.0,105875.0,0.35,Outlet
1185,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,300,150000.0,52500.0,0.35,Outlet
1186,Amazon,1185732,11/19/2021,Northeast,Maine,Portland,Women's Street Footwear,45.0,225,101250.0,40500.0,0.4,Outlet
1187,Amazon,1185732,11/20/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,175,78750.0,23625.0,0.3,Outlet
1188,Amazon,1185732,11/21/2021,Northeast,Maine,Portland,Men's Apparel,55.0,200,110000.0,27500.0,0.25,Outlet
1189,Amazon,1185732,12/20/2021,Northeast,Maine,Portland,Women's Apparel,60.0,375,225000.0,90000.0,0.4,Outlet
1190,Amazon,1185732,12/21/2021,Northeast,Maine,Portland,Men's Street Footwear,55.0,525,288750.0,101063.0,0.35,Outlet
1191,Amazon,1185732,12/22/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,300,150000.0,52500.0,0.35,Outlet
1192,Amazon,1185732,12/23/2021,Northeast,Maine,Portland,Women's Street Footwear,45.0,225,101250.0,40500.0,0.4,Outlet
1193,Amazon,1185732,12/24/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,175,78750.0,23625.0,0.3,Outlet
1194,Amazon,1185732,12/25/2021,Northeast,Maine,Portland,Men's Apparel,55.0,150,82500.0,20625.0,0.25,Outlet
1195,Amazon,1185732,12/26/2021,Northeast,Maine,Portland,Women's Apparel,60.0,325,195000.0,78000.0,0.4,Outlet
1196,Amazon,1185732,12/27/2021,Northeast,Maine,Portland,Men's Street Footwear,55.0,450,247500.0,86625.0,0.35,Outlet
1197,Amazon,1185732,12/28/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,250,125000.0,43750.0,0.35,Outlet
1198,Amazon,1185732,12/29/2021,Northeast,Maine,Portland,Women's Street Footwear,45.0,150,67500.0,27000.0,0.4,Outlet
1199,Amazon,1185732,12/30/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,125,56250.0,16875.0,0.3,Outlet
1200,Amazon,1185732,12/31/2021,Northeast,Maine,Portland,Men's Apparel,55.0,125,68750.0,17188.0,0.25,Outlet
1201,Amazon,1185732,9/17/2021,Northeast,Maine,Portland,Women's Apparel,60.0,225,135000.0,54000.0,0.4,Outlet
1202,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Street Footwear,60.0,400,240000.0,84000.0,0.35,Outlet
1203,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Athletic Footwear,55.0,225,123750.0,43313.0,0.35,Outlet
1204,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Street Footwear,55.0,125,68750.0,27500.0,0.4,Outlet
1205,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Athletic Footwear,55.0,100,55000.0,16500.0,0.3,Outlet
1206,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Apparel,65.0,100,65000.0,16250.0,0.25,Outlet
1207,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Apparel,70.0,225,157500.0,63000.0,0.4,Outlet
1208,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Street Footwear,65.0,375,243750.0,85313.0,0.35,Outlet
1209,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Athletic Footwear,55.0,200,110000.0,38500.0,0.35,Outlet
1210,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Street Footwear,55.0,195,107250.0,42900.0,0.4,Outlet
1211,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Athletic Footwear,55.0,175,96250.0,28875.0,0.3,Outlet
1212,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Apparel,65.0,150,97500.0,24375.0,0.25,Outlet
1213,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Apparel,70.0,250,175000.0,70000.0,0.4,Outlet
1214,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Street Footwear,65.0,475,308750.0,108063.0,0.35,Outlet
1215,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Athletic Footwear,55.0,275,151250.0,52938.0,0.35,Outlet
1216,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Women's Street Footwear,55.0,250,137500.0,55000.0,0.4,Outlet
1217,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Women's Athletic Footwear,55.0,200,110000.0,33000.0,0.3,Outlet
1218,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Apparel,65.0,200,130000.0,32500.0,0.25,Outlet
1219,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Women's Apparel,70.0,300,210000.0,84000.0,0.4,Outlet
1220,West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Men's Street Footwear,35.0,375,131250.0,32813.0,0.25,Outlet
1221,West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Men's Athletic Footwear,45.0,375,168750.0,33750.0,0.2,Outlet
1222,West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Women's Street Footwear,45.0,375,168750.0,42188.0,0.25,Outlet
1223,West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,225,101250.0,25313.0,0.25,Outlet
1224,Amazon,1185732,1/24/2021,West,Alaska,Anchorage,Women's Apparel,55.0,300,165000.0,49500.0,0.3,Outlet
1225,Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Street Footwear,55.0,575,316250.0,110688.0,0.35,Outlet
1226,Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Athletic Footwear,55.0,225,123750.0,43313.0,0.35,Outlet
1227,Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Women's Street Footwear,45.0,275,123750.0,30938.0,0.25,Outlet
1228,Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Women's Athletic Footwear,50.0,175,87500.0,21875.0,0.25,Outlet
1229,Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Apparel,65.0,250,162500.0,40625.0,0.25,Outlet
1230,Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Women's Apparel,55.0,350,192500.0,57750.0,0.3,Outlet
1231,Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Street Footwear,55.0,545,299750.0,104913.0,0.35,Outlet
1232,Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,55.0,250,137500.0,48125.0,0.35,Outlet
1233,Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Women's Street Footwear,45.0,275,123750.0,30938.0,0.25,Outlet
1234,Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,50.0,125,62500.0,15625.0,0.25,Outlet
1235,Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Apparel,65.0,175,113750.0,28438.0,0.25,Outlet
1236,Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Women's Apparel,55.0,275,151250.0,45375.0,0.3,Outlet
1237,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Men's Street Footwear,55.0,525,288750.0,101063.0,0.35,Outlet
1238,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Men's Athletic Footwear,55.0,225,123750.0,43313.0,0.35,Outlet
1239,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Women's Street Footwear,45.0,225,101250.0,25313.0,0.25,Outlet
1240,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,50.0,150,75000.0,18750.0,0.25,Outlet
1241,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Men's Apparel,60.0,150,90000.0,22500.0,0.25,Outlet
1242,Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Women's Apparel,50.0,300,150000.0,45000.0,0.3,Outlet
1243,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Street Footwear,65.0,570,370500.0,129675.0,0.35,Outlet
1244,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,275,165000.0,57750.0,0.35,Outlet
1245,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Women's Street Footwear,55.0,300,165000.0,41250.0,0.25,Outlet
1246,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,250,137500.0,34375.0,0.25,Outlet
1247,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Apparel,65.0,275,178750.0,44688.0,0.25,Outlet
1248,Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Women's Apparel,70.0,400,280000.0,84000.0,0.3,Outlet
1249,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Men's Street Footwear,65.0,650,422500.0,147875.0,0.35,Outlet
1250,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,400,240000.0,84000.0,0.35,Outlet
1251,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Women's Street Footwear,55.0,325,178750.0,44688.0,0.25,Outlet
1252,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,300,165000.0,41250.0,0.25,Outlet
1253,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Men's Apparel,65.0,300,195000.0,48750.0,0.25,Outlet
1254,Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Women's Apparel,70.0,450,315000.0,94500.0,0.3,Outlet
1255,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Street Footwear,65.0,675,438750.0,153563.0,0.35,Outlet
1256,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,425,255000.0,89250.0,0.35,Outlet
1257,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Women's Street Footwear,55.0,350,192500.0,48125.0,0.25,Outlet
1258,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,300,165000.0,41250.0,0.25,Outlet
1259,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Apparel,65.0,325,211250.0,52813.0,0.25,Outlet
1260,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Women's Apparel,70.0,500,350000.0,105000.0,0.3,Outlet
1261,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Street Footwear,65.0,650,422500.0,147875.0,0.35,Outlet
1262,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,425,255000.0,89250.0,0.35,Outlet
1263,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Women's Street Footwear,55.0,350,192500.0,48125.0,0.25,Outlet
1264,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,250,137500.0,34375.0,0.25,Outlet
1265,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Apparel,65.0,225,146250.0,36563.0,0.25,Outlet
1266,Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Women's Apparel,70.0,400,280000.0,84000.0,0.3,Outlet
1267,Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Men's Street Footwear,65.0,525,341250.0,119438.0,0.35,Outlet
1268,Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,325,195000.0,68250.0,0.35,Outlet
1269,Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Women's Street Footwear,55.0,225,123750.0,30938.0,0.25,Outlet
1270,Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,200,110000.0,27500.0,0.25,Outlet
1271,Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Men's Apparel,65.0,200,130000.0,32500.0,0.25,Outlet
1272,Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Women's Apparel,70.0,300,210000.0,63000.0,0.3,Outlet
1273,Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Men's Street Footwear,70.0,450,315000.0,110250.0,0.35,Outlet
1274,Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Men's Athletic Footwear,65.0,275,178750.0,62563.0,0.35,Outlet
1275,Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Women's Street Footwear,65.0,175,113750.0,28438.0,0.25,Outlet
1276,Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Women's Athletic Footwear,65.0,150,97500.0,24375.0,0.25,Outlet
1277,Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Men's Apparel,75.0,150,112500.0,28125.0,0.25,Outlet
1278,Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Women's Apparel,80.0,275,220000.0,66000.0,0.3,Outlet
1279,Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Men's Street Footwear,75.0,425,318750.0,111563.0,0.35,Outlet
1280,Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Men's Athletic Footwear,65.0,300,195000.0,68250.0,0.35,Outlet
1281,Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Women's Street Footwear,65.0,320,208000.0,52000.0,0.25,Outlet
1282,Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,65.0,300,195000.0,48750.0,0.25,Outlet
1283,Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Men's Apparel,75.0,275,206250.0,51563.0,0.25,Outlet
1284,Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Women's Apparel,80.0,375,300000.0,90000.0,0.3,Outlet
1285,Amazon,1185732,12/20/2021,West,Alaska,Anchorage,Men's Street Footwear,75.0,600,450000.0,157500.0,0.35,Outlet
1286,Amazon,1185732,12/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,65.0,400,260000.0,91000.0,0.35,Outlet
1287,Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Men's Street Footwear,35.0,375,131250.0,32813.0,0.25,Outlet
1288,Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Men's Athletic Footwear,45.0,375,168750.0,33750.0,0.2,Outlet
1289,Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Street Footwear,45.0,375,168750.0,42188.0,0.25,Outlet
1290,Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Athletic Footwear,45.0,225,101250.0,25313.0,0.25,Outlet
1291,Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Men's Apparel,50.0,175,87500.0,13125.0,0.15,Outlet
1292,Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Apparel,45.0,425,191250.0,76500.0,0.4,Outlet
1293,Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Men's Street Footwear,35.0,475,166250.0,41563.0,0.25,Outlet
1294,Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Men's Athletic Footwear,45.0,375,168750.0,33750.0,0.2,Outlet
1295,Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Women's Street Footwear,45.0,375,168750.0,42188.0,0.25,Outlet
1296,Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,45.0,225,101250.0,25313.0,0.25,Outlet
1297,Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Men's Apparel,50.0,150,75000.0,11250.0,0.15,Outlet
1298,Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Women's Apparel,45.0,350,157500.0,63000.0,0.4,Outlet
1299,Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,45.0,500,225000.0,56250.0,0.25,Outlet
1300,Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,55.0,350,192500.0,38500.0,0.2,Outlet
1301,Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Women's Street Footwear,60.0,375,225000.0,56250.0,0.25,Outlet
1302,Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275,151250.0,37813.0,0.25,Outlet
1303,Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Apparel,60.0,125,75000.0,11250.0,0.15,Outlet
1304,Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Women's Apparel,55.0,325,178750.0,71500.0,0.4,Outlet
1305,Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,60.0,500,300000.0,75000.0,0.25,Outlet
1306,Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,65.0,300,195000.0,39000.0,0.2,Outlet
1307,Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,65.0,350,227500.0,56875.0,0.25,Outlet
1308,Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,250,125000.0,31250.0,0.25,Outlet
1309,Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Apparel,55.0,150,82500.0,12375.0,0.15,Outlet
1310,Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Apparel,70.0,325,227500.0,91000.0,0.4,Outlet
1311,Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Men's Street Footwear,55.0,525,288750.0,72188.0,0.25,Outlet
1312,Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,60.0,375,225000.0,45000.0,0.2,Outlet
1313,Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Street Footwear,60.0,375,225000.0,56250.0,0.25,Outlet
1314,Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275,151250.0,37813.0,0.25,Outlet
1315,Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Men's Apparel,60.0,175,105000.0,15750.0,0.15,Outlet
1316,Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Apparel,75.0,475,356250.0,142500.0,0.4,Outlet
1317,Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,70.0,725,507500.0,126875.0,0.25,Outlet
1318,Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,75.0,600,450000.0,90000.0,0.2,Outlet
1319,Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,75.0,600,450000.0,112500.0,0.25,Outlet
1320,Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,75.0,475,356250.0,89063.0,0.25,Outlet
1321,Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Men's Apparel,85.0,350,297500.0,44625.0,0.15,Outlet
1322,Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Apparel,100.0,650,650000.0,260000.0,0.4,Outlet
1323,Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,80.0,800,640000.0,160000.0,0.25,Outlet
1324,Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,85.0,650,552500.0,110500.0,0.2,Outlet
1325,Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Street Footwear,85.0,600,510000.0,127500.0,0.25,Outlet
1326,Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,80.0,500,400000.0,100000.0,0.25,Outlet
1327,Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Apparel,85.0,550,467500.0,70125.0,0.15,Outlet
1328,Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Apparel,100.0,550,550000.0,220000.0,0.4,Outlet
1329,Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,85.0,750,637500.0,159375.0,0.25,Outlet
1330,Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,75.0,725,543750.0,108750.0,0.2,Outlet
1331,Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,70.0,600,420000.0,105000.0,0.25,Outlet
1332,Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,70.0,525,367500.0,91875.0,0.25,Outlet
1333,Walmart,1128299,8/10/2021,West,Hawaii,Honolulu,Men's Apparel,70.0,525,367500.0,55125.0,0.15,Outlet
1334,Walmart,1128299,8/10/2021,West,Hawaii,Honolulu,Women's Apparel,75.0,350,262500.0,105000.0,0.4,Outlet
