id,month_year,region,site_name,work_site_status,kpi_source,lob,kpi_name_w_subtypes,numerator,denominator,kpi_value,goal,kpi_attainment,goal_type,kpi_unit_of_measure,kpi_attainment_v2,kpi_value_vs_goal,kpi_value2,kpi_value_2,month,year
128,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Content Security,Precision,188.00,209.00,0.9,0.89,1.0,higher is better,%,1,0.01,0.90,0.90,4,2023
129,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Content Security,Precision,"29,238.00","31,923.00",0.92,0.89,1.0,higher is better,%,1,0.03,0.92,0.92,4,2023
130,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Content Security,Precision,18.00,20.00,0.9,0.89,1.0,higher is better,%,1,0.01,0.90,0.90,5,2023
131,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Content Security,Precision,"3,331.00","3,675.00",0.91,0.89,1.0,higher is better,%,1,0.02,0.91,0.91,5,2023
132,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Content Security,Recall,146.00,156.00,0.94,0.85,1.0,higher is better,%,1,0.09,0.94,0.94,1,2023
133,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Content Security,Recall,"35,878.00","39,515.00",0.91,0.85,1.0,higher is better,%,1,0.06,0.91,0.91,1,2023
134,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Content Security,Recall,85.00,87.00,0.98,0.85,1.0,higher is better,%,1,0.13,0.98,0.98,2,2023
135,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Borderline Hostile Speech,Average Handle Time,"12,837,717.58","239,786.00",0.54,0.6,1.0,lower is better,.,1,6.46,53.54,53.54,2,2023
136,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Content Security,Recall,81.00,82.00,0.99,0.85,1.0,higher is better,%,1,0.14,0.99,0.99,3,2023
137,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Content Security,Recall,"28,332.00","30,254.00",0.94,0.85,1.0,higher is better,%,1,0.09,0.94,0.94,3,2023
138,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Content Security,Recall,188.00,204.00,0.92,0.85,1.0,higher is better,%,1,0.07,0.92,0.92,4,2023
139,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Content Security,Recall,"29,238.00","32,123.00",0.91,0.85,1.0,higher is better,%,1,0.06,0.91,0.91,4,2023
140,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Content Security,Recall,18.00,20.00,0.9,0.85,1.0,higher is better,%,1,0.05,0.90,0.90,5,2023
141,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Content Security,Recall,"3,331.00","3,751.00",0.89,0.85,1.0,higher is better,%,1,0.04,0.89,0.89,5,2023
142,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Content Security,Reviewer Reason Accuracy,265.00,302.00,0.88,0.84,1.0,higher is better,%,1,0.04,0.88,0.88,1,2023
143,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Content Security,Reviewer Reason Accuracy,"71,944.00","80,815.00",0.89,0.84,1.0,higher is better,%,1,0.05,0.89,0.89,1,2023
144,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Content Security,Reviewer Reason Accuracy,157.00,166.00,0.95,0.84,1.0,higher is better,%,1,0.11,0.95,0.95,2,2023
145,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,CIS,Average Handle Time,"9,355,012.79","247,501.00",0.38,0.55,1.0,lower is better,.,1,17.2,37.80,37.80,2,2023
146,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Content Security,Reviewer Reason Accuracy,171.00,184.00,0.93,0.84,1.0,higher is better,%,1,0.09,0.93,0.93,3,2023
147,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Content Security,Reviewer Reason Accuracy,"58,315.00","64,688.00",0.9,0.84,1.0,higher is better,%,1,0.06,0.90,0.90,3,2023
148,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Content Security,Reviewer Reason Accuracy,384.00,430.00,0.89,0.84,1.0,higher is better,%,1,0.05,0.89,0.89,4,2023
149,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Content Security,Reviewer Reason Accuracy,"57,296.00","65,268.00",0.88,0.84,1.0,higher is better,%,1,0.04,0.88,0.88,4,2023
150,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Content Security,Reviewer Reason Accuracy,36.00,43.00,0.84,0.84,0.0,higher is better,%,0,-0.0,0.84,0.84,5,2023
151,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Content Security,Reviewer Reason Accuracy,"7,621.00","8,680.00",0.88,0.84,1.0,higher is better,%,1,0.04,0.88,0.88,5,2023
152,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Crowsourced,Average Handle Time,"424,627.59","8,107.00",0.52,0.6,1.0,lower is better,.,1,7.62,52.38,52.38,3,2023
153,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,FB FAWG,Accuracy,"2,007.00","2,011.00",1.0,0.98,1.0,higher is better,%,1,0.02,1.00,1.00,1,2023
154,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,FB FAWG,Accuracy,"391,944.00","393,982.00",0.99,0.98,1.0,higher is better,%,1,0.01,0.99,0.99,1,2023
155,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Content Security,Precision,"25,455.00","28,056.00",0.91,0.89,1.0,higher is better,%,1,0.02,0.91,0.91,2,2023
156,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,FB FAWG,Accuracy,"273,648.00","274,704.00",1.0,0.98,1.0,higher is better,%,1,0.02,1.00,1.00,3,2023
157,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,FB FAWG,Accuracy,"287,083.00","289,063.00",0.99,0.98,1.0,higher is better,%,1,0.01,0.99,0.99,4,2023
158,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,FB FAWG,Accuracy,"86,509.00","86,928.00",1.0,0.98,1.0,higher is better,%,1,0.02,1.00,1.00,5,2023
159,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,FB FAWG,Average Handle Time,"316,309.87","42,318.00",0.07,0.08,1.0,lower is better,.,1,0.93,7.47,7.47,1,2023
160,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,FB FAWG,Average Handle Time,"62,806,532.08","8,699,534.00",0.07,0.08,1.0,lower is better,.,1,1.18,7.22,7.22,1,2023
161,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,FB FAWG,Average Handle Time,"483,581.91","72,395.00",0.07,0.08,1.0,lower is better,.,1,1.72,6.68,6.68,2,2023
162,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Content Security,Recall,"25,455.00","27,077.00",0.94,0.85,1.0,higher is better,%,1,0.09,0.94,0.94,2,2023
163,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,FB FAWG,Average Handle Time,"23,464.27","3,241.00",0.07,0.08,1.0,lower is better,.,1,1.16,7.24,7.24,3,2023
164,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,FB FAWG,Average Handle Time,"40,771,606.77","6,774,519.00",0.06,0.08,1.0,lower is better,.,1,2.38,6.02,6.02,3,2023
165,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,FB FAWG,Average Handle Time,"34,572,034.01","5,462,020.00",0.06,0.08,1.0,lower is better,.,1,2.07,6.33,6.33,4,2023
166,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,FB FAWG,Average Handle Time,"3,018,894.69","545,106.00",0.06,0.08,1.0,lower is better,.,1,2.86,5.54,5.54,5,2023
167,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Precision,"15,212.00","16,195.00",0.94,0.89,1.0,higher is better,%,1,0.05,0.94,0.94,1,2023
168,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Content Security,Reviewer Reason Accuracy,"53,363.00","59,265.00",0.9,0.84,1.0,higher is better,%,1,0.06,0.90,0.90,2,2023
169,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Precision,"11,148.00","11,483.00",0.97,0.89,1.0,higher is better,%,1,0.08,0.97,0.97,3,2023
170,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Precision,"12,207.00","12,614.00",0.97,0.89,1.0,higher is better,%,1,0.08,0.97,0.97,4,2023
171,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Precision,"1,612.00","1,818.00",0.89,0.89,0.0,higher is better,%,0,-0.0,0.89,0.89,5,2023
172,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Recall,"15,212.00","16,250.00",0.94,0.85,1.0,higher is better,%,1,0.09,0.94,0.94,1,2023
173,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,FB FAWG,Accuracy,"290,679.00","291,255.00",1.0,0.98,1.0,higher is better,%,1,0.02,1.00,1.00,2,2023
174,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Recall,"11,148.00","11,599.00",0.96,0.85,1.0,higher is better,%,1,0.11,0.96,0.96,3,2023
175,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Recall,"12,207.00","12,886.00",0.95,0.85,1.0,higher is better,%,1,0.1,0.95,0.95,4,2023
176,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Recall,"1,612.00","1,770.00",0.91,0.85,1.0,higher is better,%,1,0.06,0.91,0.91,5,2023
177,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Reviewer Reason Accuracy,"28,402.00","31,313.00",0.91,0.84,1.0,higher is better,%,1,0.07,0.91,0.91,1,2023
178,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,FB FAWG,Average Handle Time,"56,716,000.98","7,750,365.00",0.07,0.08,1.0,lower is better,.,1,1.08,7.32,7.32,2,2023
179,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Reviewer Reason Accuracy,"18,463.00","19,720.00",0.94,0.84,1.0,higher is better,%,1,0.1,0.94,0.94,3,2023
180,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Reviewer Reason Accuracy,"18,901.00","20,799.00",0.91,0.84,1.0,higher is better,%,1,0.07,0.91,0.91,4,2023
181,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Reviewer Reason Accuracy,"2,814.00","3,380.00",0.83,0.84,0.0,higher is better,%,0,-0.01,0.83,0.83,5,2023
182,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Hate Speech,Accuracy,"5,310.00","5,408.00",0.98,0.85,1.0,higher is better,%,1,0.13,0.98,0.98,1,2023
183,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Precision,"10,489.00","11,004.00",0.95,0.89,1.0,higher is better,%,1,0.06,0.95,0.95,2,2023
184,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Hate Speech,Accuracy,"8,962.00","9,148.00",0.98,0.85,1.0,higher is better,%,1,0.13,0.98,0.98,4,2023
185,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Hate Speech,Average Handle Time,"5,906,390.42","129,708.00",0.46,0.6,1.0,lower is better,.,1,14.46,45.54,45.54,1,2023
186,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Recall,"10,489.00","11,161.00",0.94,0.85,1.0,higher is better,%,1,0.09,0.94,0.94,2,2023
187,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Hate Speech,Average Handle Time,"7,482,288.19","149,434.00",0.5,0.6,1.0,lower is better,.,1,9.93,50.07,50.07,3,2023
188,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Hate Speech,Average Handle Time,"6,330,940.32","126,068.00",0.5,0.6,1.0,lower is better,.,1,9.78,50.22,50.22,4,2023
189,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Hate Speech,Average Handle Time,"637,429.59","14,807.00",0.43,0.6,1.0,lower is better,.,1,16.95,43.05,43.05,5,2023
190,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG Actor Accountability,Average Handle Time,"11,361,638.59","332,452.00",0.34,0.98,1.0,lower is better,.,1,64.32,34.18,34.18,1,2023
191,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Filipino,Reviewer Reason Accuracy,"20,836.00","22,561.00",0.92,0.84,1.0,higher is better,%,1,0.08,0.92,0.92,2,2023
192,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG Actor Accountability,Average Handle Time,"10,836,944.39","331,871.00",0.33,0.98,1.0,lower is better,.,1,65.85,32.65,32.65,3,2023
193,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier CO,IG Actor Accountability,Average Handle Time,"396,150.93","11,561.00",0.34,0.98,1.0,lower is better,.,1,64.23,34.27,34.27,3,2023
194,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG Actor Accountability,Average Handle Time,"10,083,079.61","319,684.00",0.32,0.98,1.0,lower is better,.,1,66.96,31.54,31.54,4,2023
195,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier CO,IG Actor Accountability,Average Handle Time,"450,326.04","13,872.00",0.32,0.98,1.0,lower is better,.,1,66.04,32.46,32.46,4,2023
196,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG Actor Accountability,Average Handle Time,"998,904.22","32,442.00",0.31,0.98,1.0,lower is better,.,1,67.71,30.79,30.79,5,2023
197,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier CO,IG Actor Accountability,Average Handle Time,"14,492.10",334.00,0.43,0.98,1.0,lower is better,.,1,55.11,43.39,43.39,5,2023
198,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG Actor Accountability,Reviewer Reason Accuracy,"4,084.00","4,117.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,4,2023
199,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier CO,IG Actor Accountability,Reviewer Reason Accuracy,179.00,179.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,4,2023
200,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG Actor Accountability,Reviewer Reason Accuracy,707.00,712.00,0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,5,2023
201,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier CO,IG Actor Accountability,Reviewer Reason Accuracy,32.00,32.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,5,2023
202,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG FAWG,Accuracy,"706,206.00","708,204.00",1.0,0.98,1.0,higher is better,%,1,0.02,1.00,1.00,1,2023
203,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Hate Speech,Accuracy,9.00,10.00,0.9,0.85,1.0,higher is better,%,1,0.05,0.90,0.90,2,2023
204,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG FAWG,Accuracy,"684,816.00","686,650.00",1.0,0.98,1.0,higher is better,%,1,0.02,1.00,1.00,3,2023
205,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG FAWG,Accuracy,"683,485.00","685,648.00",1.0,0.98,1.0,higher is better,%,1,0.02,1.00,1.00,4,2023
206,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG FAWG,Accuracy,"133,417.00","133,836.00",1.0,0.98,1.0,higher is better,%,1,0.02,1.00,1.00,5,2023
207,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG FAWG,Average Handle Time,"44,661,332.37","10,891,606.00",0.04,0.06,1.0,lower is better,.,1,2.08,4.10,4.10,1,2023
208,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,IG FAWG,Average Handle Time,"184,156.86","1,892.00",0.97,0.06,0.0,lower is better,.,0,-91.15,97.33,97.33,2,2023
209,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Hate Speech,Average Handle Time,"6,635,595.39","129,512.00",0.51,0.6,1.0,lower is better,.,1,8.76,51.24,51.24,2,2023
210,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG FAWG,Average Handle Time,"40,067,202.61","10,326,218.00",0.04,0.06,1.0,lower is better,.,1,2.3,3.88,3.88,3,2023
211,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG FAWG,Average Handle Time,"39,793,583.24","10,896,636.00",0.04,0.06,1.0,lower is better,.,1,2.53,3.65,3.65,4,2023
212,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG FAWG,Average Handle Time,"2,937,123.87","722,492.00",0.04,0.06,1.0,lower is better,.,1,2.11,4.07,4.07,5,2023
213,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Matching (Crowdsourced),Accuracy,"6,399.00","6,535.00",0.98,0.85,1.0,higher is better,%,1,0.13,0.98,0.98,1,2023
214,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG Actor Accountability,Average Handle Time,"9,865,434.29","293,394.00",0.34,0.98,1.0,lower is better,.,1,64.87,33.63,33.63,2,2023
215,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Matching (Crowdsourced),Accuracy,32.00,56.00,0.57,0.85,0.0,higher is better,%,0,-0.28,0.57,0.57,3,2023
216,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Matching (Crowdsourced),Accuracy,"5,803.00","6,667.00",0.87,0.85,1.0,higher is better,%,1,0.02,0.87,0.87,3,2023
217,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Matching (Crowdsourced),Accuracy,"1,382.00","1,390.00",0.99,0.85,1.0,higher is better,%,1,0.14,0.99,0.99,4,2023
218,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Matching (Crowdsourced),Accuracy,"1,421.00","1,453.00",0.98,0.85,1.0,higher is better,%,1,0.13,0.98,0.98,5,2023
219,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Matching (Crowdsourced),Average Handle Time,"517,424.60","12,868.00",0.4,0.6,1.0,lower is better,.,1,19.79,40.21,40.21,1,2023
220,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Hybrid,Frontier CO,Matching (Crowdsourced),Average Handle Time,"72,060.53","2,525.00",0.29,0.6,1.0,lower is better,.,1,31.46,28.54,28.54,1,2023
221,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Matching (Crowdsourced),Average Handle Time,"63,447,190.88","1,896,744.00",0.33,0.6,1.0,lower is better,.,1,26.55,33.45,33.45,1,2023
222,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Matching (Crowdsourced),Average Handle Time,"440,310.16","11,377.00",0.39,0.6,1.0,lower is better,.,1,21.3,38.70,38.70,2,2023
223,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Hybrid,Frontier CO,Matching (Crowdsourced),Average Handle Time,"206,421.42","6,418.00",0.32,0.6,1.0,lower is better,.,1,27.84,32.16,32.16,2,2023
224,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG FAWG,Accuracy,"558,382.00","559,737.00",1.0,0.98,1.0,higher is better,%,1,0.02,1.00,1.00,2,2023
225,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier CO,Matching (Crowdsourced),Average Handle Time,"90,653.73","1,802.00",0.5,0.6,1.0,lower is better,.,1,9.69,50.31,50.31,2,2023
226,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Matching (Crowdsourced),Average Handle Time,"1,291,948.17","44,271.00",0.29,0.6,1.0,lower is better,.,1,30.82,29.18,29.18,3,2023
227,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Hybrid,Frontier CO,Matching (Crowdsourced),Average Handle Time,"168,237.56","5,091.00",0.33,0.6,1.0,lower is better,.,1,26.95,33.05,33.05,3,2023
228,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Matching (Crowdsourced),Average Handle Time,"75,465,941.22","2,263,430.00",0.33,0.6,1.0,lower is better,.,1,26.66,33.34,33.34,3,2023
229,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Matching (Crowdsourced),Average Handle Time,"3,453,569.06","71,521.00",0.48,0.6,1.0,lower is better,.,1,11.71,48.29,48.29,4,2023
230,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Hybrid,Frontier CO,Matching (Crowdsourced),Average Handle Time,"342,047.16","9,936.00",0.34,0.6,1.0,lower is better,.,1,25.57,34.43,34.43,4,2023
231,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Matching (Crowdsourced),Average Handle Time,"83,320,735.83","2,432,151.00",0.34,0.6,1.0,lower is better,.,1,25.74,34.26,34.26,4,2023
232,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Matching (Crowdsourced),Average Handle Time,"132,292.43","3,143.00",0.42,0.6,1.0,lower is better,.,1,17.91,42.09,42.09,5,2023
233,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Hybrid,Frontier CO,Matching (Crowdsourced),Average Handle Time,"22,188.10",952.00,0.23,0.6,1.0,lower is better,.,1,36.69,23.31,23.31,5,2023
234,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Matching (Crowdsourced),Average Handle Time,"7,203,238.18","208,289.00",0.35,0.6,1.0,lower is better,.,1,25.42,34.58,34.58,5,2023
235,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Precision,"5,476.00","5,771.00",0.95,0.89,1.0,higher is better,%,1,0.06,0.95,0.95,1,2023
236,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,IG FAWG,Average Handle Time,"38,102,760.38","8,525,720.00",0.04,0.06,1.0,lower is better,.,1,1.71,4.47,4.47,2,2023
237,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Rest of World,Precision,16.00,17.00,0.94,0.89,1.0,higher is better,%,1,0.05,0.94,0.94,3,2023
238,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Precision,"4,631.00","4,701.00",0.99,0.89,1.0,higher is better,%,1,0.1,0.99,0.99,3,2023
239,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Rest of World,Precision,672.00,794.00,0.85,0.89,0.0,higher is better,%,0,-0.04,0.85,0.85,4,2023
240,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Precision,"4,802.00","5,912.00",0.81,0.89,0.0,higher is better,%,0,-0.08,0.81,0.81,4,2023
241,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Rest of World,Precision,129.00,133.00,0.97,0.89,1.0,higher is better,%,1,0.08,0.97,0.97,5,2023
242,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Precision,497.00,531.00,0.94,0.89,1.0,higher is better,%,1,0.05,0.94,0.94,5,2023
243,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Recall,"5,476.00","5,828.00",0.94,0.85,1.0,higher is better,%,1,0.09,0.94,0.94,1,2023
244,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Matching (Crowdsourced),Accuracy,"6,512.00","6,523.00",1.0,0.85,1.0,higher is better,%,1,0.15,1.00,1.00,2,2023
245,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Rest of World,Recall,16.00,18.00,0.89,0.85,1.0,higher is better,%,1,0.04,0.89,0.89,3,2023
246,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Recall,"4,631.00","4,762.00",0.97,0.85,1.0,higher is better,%,1,0.12,0.97,0.97,3,2023
247,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Rest of World,Recall,672.00,718.00,0.94,0.85,1.0,higher is better,%,1,0.09,0.94,0.94,4,2023
248,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Recall,"4,802.00","5,112.00",0.94,0.85,1.0,higher is better,%,1,0.09,0.94,0.94,4,2023
249,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Rest of World,Recall,129.00,134.00,0.96,0.85,1.0,higher is better,%,1,0.11,0.96,0.96,5,2023
250,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Recall,497.00,527.00,0.94,0.85,1.0,higher is better,%,1,0.09,0.94,0.94,5,2023
251,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Reviewer Reason Accuracy,"13,122.00","13,771.00",0.95,0.84,1.0,higher is better,%,1,0.11,0.95,0.95,1,2023
